ep1,econviol,emotvio,physvio,sexvio,sexphys,typevio,physcur,sexcur,emotcur,sexphcur,npsexvio,npsexviocur,npatmpsexvio,npatmpsexcur,nptouching,nptouchingcur,npsexabuse,npsexabusecur,w_religion,earlymarriage,justify,CONTROLLING,CONTROL,CONTROLNUM,anyIPV,diffage,sumdiffage,p_employ,EP3,ageyr5,ageyr10,EM,sQ601a,sQ601b,sQ601c,sQ601d,sQ601e,sQ601f,tQ602a,tQ602b,tQ602c,tQ602d,sQ607a,sQ607b,sQ607c,sQ607d,sQ607e,EP2,FCMAR,edresp,employstatus,SourceIncome,ETHNICITY,Fam_support,mcv1006,mcv1006a,mcv1006b,Q501R,agepartner,edpart,men_alcohol_all,mcv1008,mcv1009,Q513R,Q515R,Q516R,Q702,Q702R,eQ703a,eQ703b,eQ703c,eQ703d,eQ703e,eQ703f,eQ703g,eQ703h,country,weighing,rQ701a,rQ701b,rQ701c,rQ701d,HighIncome,Island,Governance,HDI,LAWDV,Governance1,HDI1,LAWDV1
yes,no,no,yes,no,yes,physical only,no,no,no,no,no,no,no,no,yes,no,yes,no,Christian,19 or older,no,yes,2,2,yes,10, Partner at least 9 years older,yes,currently married,50-54,45-54,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Equal share self and partner,African,no,yes,yes,yes,60,55-64,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,yes,no,no,yes,no,Suriname,95.2540735273328,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,1,1,yes,7,Partner 4 to 8 years older,yes,"living with man, not married",30-34,25-34,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,higher/tech/vocational,Working,Income from own work,Indigenous/other,yes,no,no,no,39,35-44,secondary,yes,no,no,no,yes,no,frequently,frequently,no,no,no,no,no,no,yes,no,Suriname,190.508147054666,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,no,yes,3,3+,no,1,Partner at most 3 years older,yes,currently married,50-54,45-54,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,currently partnered,no,secondary,Working,Equal share self and partner,East Indian,no,no,no,no,51,45-54,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,yes,yes,no,yes,no,Suriname,95.2540735273328,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,yes,15, Partner at least 9 years older,yes,currently married,30-34,25-34,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Equal share self and partner,East Indian,yes,no,no,no,46,45-54,no/primary,no,yes,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,59.6422029322443,yes,yes,yes,no,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,not married/cohabitated,no,no,0,none,no,16, Partner at least 9 years older,yes,"living with man, not married",25-29,25-34,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Housework/work as unpaid family member,Support from partner/husband,Indigenous/other,yes,no,no,no,44,35-44,no/primary,yes,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,59.6422029322443,yes,yes,yes,no,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,yes,yes,both,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,yes,5,3+,yes,6,Partner 4 to 8 years older,no,currently married,45-49,45-54,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,currently partnered,no,secondary,Working,Income from own work,East Indian,yes,no,no,no,51,45-54,secondary,no,no,no,no,no,no,sometimes,sometimes,yes,no,yes,yes,yes,no,no,yes,Suriname,119.284405864489,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,no,yes,1,1,no,1,Partner at most 3 years older,yes,currently married,55-59,55-64,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Equal share self and partner,East Indian,yes,no,no,no,56,55-64,no/primary,no,no,no,no,no,no,0,rarely/never/NA,no,no,no,no,no,no,yes,no,Suriname,119.284405864489,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,yes,no,no,no,yes,no,Not christian,19 or older,no,no,0,none,no,2,Partner at most 3 years older,yes,currently married,50-54,45-54,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Equal share self and partner,East Indian,yes,no,no,no,54,45-54,secondary,no,no,yes,no,no,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Suriname,59.6422029322443,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,no,yes,physical only,no,no,yes,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,no,0,none,yes,2,Partner at most 3 years older,yes,currently married,25-29,25-34,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,currently partnered,yes,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,yes,no,no,31,25-34,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,59.6422029322443,no,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,yes,1,1,no,-1,Woman is older,yes,currently no partner,55-59,55-64,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,no,secondary,Out of the labor force,No income/pension/social services/other,East Indian,yes,no,no,no,54,45-54,secondary,no,no,no,no,no,no,0,rarely/never/NA,no,no,no,no,no,no,yes,no,Suriname,58.3243510173574,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,yes,yes,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,yes,2,2,yes,6,Partner 4 to 8 years older,yes,currently married,40-44,35-44,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Working,Equal share self and partner,East Indian,no,no,yes,no,49,45-54,higher/tech/vocational,no,no,no,no,no,no,0,rarely/never/NA,no,no,yes,no,no,no,yes,no,Suriname,58.3243510173574,no,yes,yes,no,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,yes,1,1,no,-1,Woman is older,yes,currently no partner,55-59,55-64,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,formerly partnered,no,secondary,Working,No income/pension/social services/other,East Indian,yes,no,no,no,54,45-54,no/primary,no,no,no,no,no,no,sometimes,sometimes,no,no,no,no,no,no,yes,no,Suriname,116.648702034715,no,no,no,no,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,no,yes,2,2,yes,0,Partner at most 3 years older,no,currently married,55-59,55-64,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,currently partnered,yes,secondary,Housework/work as unpaid family member,No income/pension/social services/other,East Indian,no,no,no,no,57,55-64,no/primary,no,no,yes,no,no,no,0,rarely/never/NA,no,no,no,yes,no,no,yes,no,Suriname,58.3243510173574,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,no,yes,2,2,no,6,Partner 4 to 8 years older,yes,currently married,40-44,35-44,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,currently partnered,no,secondary,Working,Equal share self and partner,East Indian,yes,no,no,no,46,45-54,secondary,no,no,yes,no,no,no,0,rarely/never/NA,no,no,yes,no,no,no,yes,no,Suriname,58.3243510173574,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,yes,yes,yes,no,yes,physical only,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,Not christian,19 or older,no,yes,4,3+,yes,3,Partner at most 3 years older,yes,currently married,35-39,35-44,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,currently partnered,no,secondary,Working,Income from own work,East Indian,no,no,no,no,39,35-44,secondary,yes,no,yes,no,yes,no,rarely/never/NA,rarely/never/NA,yes,no,yes,no,yes,no,no,yes,Suriname,58.3243510173574,no,no,yes,no,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,yes,yes,1,1,no,8,Partner 4 to 8 years older,yes,currently married,35-39,35-44,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,no,no,no,44,35-44,secondary,no,no,yes,no,no,no,0,rarely/never/NA,no,no,no,no,no,no,yes,no,Suriname,58.3243510173574,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,yes,yes,3,3+,no,12, Partner at least 9 years older,yes,currently no partner,55-59,55-64,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,formerly partnered,not married/cohabitated,no/primary,Working,Income from own work,African,yes,no,no,no,70,65 and +,no/primary,no,no,no,no,no,no,0,rarely/never/NA,yes,no,yes,yes,no,no,no,no,Suriname,65.9243655877066,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,1,1,no,10, Partner at least 9 years older,yes,currently no partner,50-54,45-54,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,secondary,Housework/work as unpaid family member,Income from own work,African,yes,no,no,no,60,55-64,no/primary,no,no,no,no,no,no,0,rarely/never/NA,no,no,yes,no,no,no,no,no,Suriname,65.9243655877066,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,no,yes,physical only,yes,no,yes,yes,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,no,0,none,yes,-8,Woman is older,yes,currently no partner,55-59,55-64,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,secondary,Housework/work as unpaid family member,No income/pension/social services/other,African,yes,no,no,no,50,45-54,no/primary,no,no,no,no,yes,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Suriname,65.9243655877066,no,yes,yes,no,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,no,yes,1,1,no,3,Partner at most 3 years older,yes,currently married,55-59,55-64,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,currently partnered,yes,no/primary,Working,Support from partner/husband,East Indian,no,no,no,no,58,55-64,no/primary,no,no,no,no,no,no,sometimes,sometimes,no,no,yes,no,no,no,no,no,Suriname,59.0793886564543,no,no,yes,no,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,no,yes,physical only,no,no,no,no,no,no,yes,no,no,no,yes,no,Not christian,not married/cohabitated,no,yes,2,2,yes,-6,Woman is older,yes,"living with man, not married",30-34,25-34,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Working,Equal share self and partner,East Indian,yes,yes,no,no,28,25-34,secondary,no,yes,yes,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,yes,no,no,yes,no,Suriname,59.0793886564543,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,yes,yes,both,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,yes,yes,4,3+,yes,16, Partner at least 9 years older,yes,currently no partner,55-59,55-64,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,formerly partnered,no,no/primary,Not working,Support from relatives/friends,East Indian,yes,no,no,no,74,65 and +,no/primary,yes,no,no,no,no,no,sometimes,sometimes,no,no,no,yes,yes,yes,yes,no,Suriname,59.0793886564543,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,yes,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,yes,1,1,yes,0,Partner at most 3 years older,yes,currently married,45-49,45-54,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,currently partnered,yes,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,no,no,no,45,45-54,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,yes,no,Suriname,59.0793886564543,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,yes,yes,both,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,yes,yes,3,3+,yes,1,Partner at most 3 years older,no,currently married,55-59,55-64,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,Indigenous/other,no,no,no,no,58,55-64,no/primary,no,no,no,no,yes,yes,sometimes,sometimes,no,no,yes,yes,no,no,yes,no,Suriname,59.0793886564543,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,yes,3,3+,no,1,Partner at most 3 years older,yes,currently married,30-34,25-34,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Working,Equal share self and partner,Indigenous/other,yes,no,no,no,35,35-44,secondary,no,yes,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,yes,no,yes,yes,no,Suriname,59.0793886564543,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,no,yes,yes,sexual only,no,yes,no,yes,no,no,no,no,no,no,no,no,Not christian,not married/cohabitated,no,yes,5,3+,yes,7,Partner 4 to 8 years older,yes,"living with man, not married",25-29,25-34,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Housework/work as unpaid family member,Support from partner/husband,African,yes,no,no,no,32,25-34,no/primary,yes,no,no,no,no,no,sometimes,sometimes,yes,no,yes,yes,no,yes,yes,no,Suriname,110.890274470544,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,no,yes,physical only,no,no,no,no,no,no,no,no,yes,no,yes,no,Christian,not married/cohabitated,no,yes,3,3+,yes,-14,Woman is older,yes,currently no partner,45-49,45-54,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,formerly partnered,not married/cohabitated,secondary,Working,Support from relatives/friends,Indigenous/other,yes,yes,yes,no,32,25-34,no/primary,no,no,no,no,yes,yes,rarely/never/NA,rarely/never/NA,no,no,yes,yes,yes,no,no,no,Suriname,221.780548941089,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,yes,4,3+,no,4,Partner 4 to 8 years older,yes,currently married,35-39,35-44,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,currently partnered,no,secondary,Working,Equal share self and partner,East Indian,yes,yes,no,no,40,35-44,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,yes,no,no,yes,yes,Suriname,74.6628077773001,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,yes,no,no,no,no,no violence,no,no,no,no,no,no,yes,no,no,no,yes,no,Not christian,19 or older,yes,yes,1,1,yes,10, Partner at least 9 years older,yes,currently no partner,55-59,55-64,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,formerly partnered,no,no/primary,Working,Income from own work,East Indian,yes,no,no,no,65,65 and +,no/primary,no,no,no,no,no,no,0,rarely/never/NA,no,no,no,no,no,no,yes,no,Suriname,74.6628077773001,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,not married/cohabitated,yes,yes,3,3+,yes,3,Partner at most 3 years older,yes,"living with man, not married",25-29,25-34,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,no,currently partnered,not married/cohabitated,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,no,yes,yes,no,32,25-34,no/primary,yes,no,yes,no,no,no,sometimes,sometimes,no,no,yes,yes,no,no,yes,no,Suriname,74.6628077773001,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,yes,yes,yes,no,yes,physical only,no,no,no,no,no,no,yes,no,no,no,yes,no,Not christian,not married/cohabitated,yes,yes,4,3+,yes,2,Partner at most 3 years older,yes,"living with man, not married",30-34,25-34,no,no,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,currently partnered,not married/cohabitated,no/primary,Housework/work as unpaid family member,Support from partner/husband,East Indian,no,yes,no,no,35,35-44,secondary,yes,no,yes,no,no,no,rarely/never/NA,rarely/never/NA,no,yes,no,yes,no,yes,yes,no,Suriname,74.6628077773001,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,yes,no,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,yes,yes,2,2,yes,-1,Woman is older,yes,currently married,50-54,45-54,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,currently partnered,no,no/primary,Housework/work as unpaid family member,Support from partner/husband,East Indian,no,no,no,no,49,45-54,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,yes,yes,no,Suriname,149.3256155546,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,no,0,none,no,0,Partner at most 3 years older,yes,currently married,25-29,25-34,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Working,Equal share self and partner,East Indian,yes,yes,no,yes,28,25-34,higher/tech/vocational,no,no,no,no,no,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Suriname,250.666520078447,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,not married/cohabitated,no,yes,1,1,yes,4,Partner 4 to 8 years older,yes,currently no partner,55-59,55-64,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,secondary,Working,Income from own work,East Indian,yes,no,no,no,63,55-64,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,no,no,Suriname,125.333260039223,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,13, Partner at least 9 years older,yes,currently married,45-49,45-54,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Income from own work,Indigenous/other,yes,no,no,no,59,55-64,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,285.745783295799,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,not married/cohabitated,no,no,0,none,no,3,Partner at most 3 years older,yes,"living with man, not married",25-29,25-34,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Working,Income from own work,East Indian,yes,no,no,no,30,25-34,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,142.872891647899,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,yes,yes,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,1,1,yes,2,Partner at most 3 years older,no,currently no partner,55-59,55-64,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,formerly partnered,not married/cohabitated,no/primary,Working,Income from own work,African,yes,no,no,no,60,55-64,no/primary,yes,no,no,yes,no,no,frequently,frequently,no,no,no,no,yes,no,no,no,Suriname,106.320148287667,yes,yes,no,no,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,no,yes,physical only,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,Christian,not married/cohabitated,no,yes,3,3+,yes,1,Partner at most 3 years older,no,currently no partner,35-39,35-44,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,formerly partnered,not married/cohabitated,secondary,Working,Income from own work,Indigenous/other,no,yes,yes,no,37,35-44,no/primary,yes,no,yes,yes,yes,no,frequently,frequently,yes,no,yes,no,yes,no,no,no,Suriname,212.640296575333,yes,yes,no,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,2,2,yes,2,Partner at most 3 years older,yes,"living with man, not married",25-29,25-34,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,higher/tech/vocational,Working,Equal share self and partner,African,yes,no,yes,no,29,25-34,secondary,no,no,no,yes,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,no,yes,Suriname,212.640296575333,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,yes,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,yes,1,1,yes,5,Partner 4 to 8 years older,yes,currently no partner,55-59,55-64,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,formerly partnered,no,secondary,Not working,No income/pension/social services/other,East Indian,yes,yes,no,no,63,55-64,secondary,yes,no,no,no,yes,no,rarely/never/NA,rarely/never/NA,no,no,no,no,yes,no,no,no,Suriname,106.320148287667,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,yes,1,1,no,3,Partner at most 3 years older,yes,currently married,50-54,45-54,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,no,no,no,57,55-64,no/primary,no,no,no,no,no,no,0,rarely/never/NA,no,no,yes,no,no,no,no,no,Suriname,192.332656918864,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,1,1,yes,2,Partner at most 3 years older,yes,"living with man, not married",30-34,25-34,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Working,Equal share self and partner,East Indian,yes,no,no,no,35,35-44,secondary,no,no,no,yes,no,no,0,rarely/never/NA,no,no,no,yes,no,no,no,no,Suriname,96.1663284594322,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,no,0,none,no,-3,Woman is older,yes,"regular partner, living apart",45-49,45-54,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,secondary,Not working,Support from partner/husband,Indigenous/other,yes,yes,no,no,44,35-44,no/primary,no,no,no,no,yes,no,0,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,96.1663284594322,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,1,1,no,3,Partner at most 3 years older,yes,"living with man, not married",30-34,25-34,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Working,Equal share self and partner,East Indian,yes,yes,no,no,34,25-34,secondary,no,no,no,no,no,no,0,rarely/never/NA,no,no,yes,no,no,no,no,no,Suriname,96.1663284594322,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,yes,yes,yes,yes,yes,both,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,no,yes,5,3+,yes,5,Partner 4 to 8 years older,no,currently married,55-59,55-64,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,currently partnered,no,no/primary,Housework/work as unpaid family member,Support from partner/husband,East Indian,no,yes,no,no,60,55-64,no/primary,no,no,no,no,no,no,frequently,frequently,yes,yes,yes,yes,yes,no,no,no,Suriname,51.4577823214207,no,no,no,no,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,yes,2,2,no,1,Partner at most 3 years older,yes,currently married,20-24,15-24,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,no,no,no,25,25-34,secondary,yes,no,no,no,no,no,rarely/never/NA,rarely/never/NA,yes,no,no,no,no,yes,no,no,Suriname,51.4577823214207,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
